gene	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl-4	XM1845_OE-1	XM1845_OE-2	XM1845_OE-3	XM1845_OE-4
B3GAT2	0.48969	0.494767	0.2874	0.124469	0.661138	0.654284	0.415618	0.400047
GMNN	50.040298	53.283329	51.051834	65.122925	59.17384	42.832623	58.84911	52.720165
EYA4	8.286777	9.979323	9.817672	11.086133	8.840199	9.143051	11.234842	11.019725
SOBP	0.865263	0.61723	0.84861	0.870897	0.732158	0.652071	0.921467	0.70449
SNX3	45.60498	43.974129	56.967464	47.314304	48.974861	61.398163	45.464714	50.13596
HBS1L	41.784801	35.754456	41.248291	21.716352	39.81863	24.424778	22.960331	28.188932
TRIM38	2.320189	2.294224	2.222887	2.390822	1.956908	1.879603	1.882893	2.210587
PEX7	2.108116	1.3872	1.406303	2.415044	1.796766	1.281726	0.838702	2.704682
ZBTB24	3.307215	3.360473	1.347072	1.371805	1.466241	2.84069	4.021015	1.419967
FIG4	3.09234	3.308055	2.611416	4.283205	2.995795	2.73781	3.40459	2.880315
PERP	63.434284	62.535938	59.506821	69.441757	61.335117	60.872757	61.453789	60.901737
ARFGEF3	0	0.024108	0.009914	0.040422	0.008382	0.009399	0.017031	0.015558
SLC16A10	0	0	0	0	0	0	0.012466	0
HECA	2.19351	2.312283	2.035994	2.035866	2.009658	1.948055	1.987588	2.134323
ADGRG6	0.3154	0.336594	0.283164	0.359132	0.286458	0.387672	0.298089	0.584582
PHACTR2	6.921521	4.889572	7.402992	6.819892	7.706486	6.864707	5.063421	5.169874
EPM2A	0.727717	0.374494	0.417873	1.197816	0.79103	0.625027	1.318578	0.609441
SLC39A7	83.400208	55.284744	49.603939	48.950073	57.087925	68.556938	70.565041	58.294395
CCR6	0.036341	0	0	0.029933	0	0.073601	0.015774	0
PHF1	14.382071	13.929131	17.894142	11.199284	11.288344	13.268969	12.228944	13.484708
CUTA	61.121464	58.283501	63.986191	69.104759	66.888695	60.690552	62.609779	58.490879
QKI	15.13083	20.541246	12.013347	15.069111	16.344418	23.124805	14.658381	14.203344
PDE10A	5.081979	4.990693	5.492613	5.642051	5.158337	4.47459	5.539812	6.031158
MDFI	0.444101	0.315962	0.271603	0.221492	0.682694	0.128752	0.613849	0.177599
TFEB	9.166742	8.569183	9.334398	7.407417	8.178805	9.148969	8.510159	7.645141
CCND3	69.447113	93.713287	94.253937	85.858749	70.867714	70.426529	93.528664	93.599533
BYSL	38.30777	33.637707	26.903522	27.172766	35.600952	28.751585	35.464993	32.259357
FAM120B	6.263908	6.604796	5.940224	6.227039	6.228509	5.835382	7.478408	7.40507
TBP	9.627854	14.689074	10.709458	12.436393	14.553826	11.886259	11.837641	12.105635
GUCA1B	0	0.140055	0	0	0	0	0	0
PRPH2	0.058879	0	0.067062	0.040413	0	0.070476	0.037722	0
BICRAL	3.426308	3.897189	3.83946	4.195635	3.826479	3.554499	3.55339	3.565366
PPP2R5D	25.767645	22.573793	26.440193	33.546394	25.541872	25.06542	23.850466	27.381039
MRPL2	47.62075	61.601364	48.189907	37.297405	50.585064	48.667404	45.704617	43.767467
PTK7	4.681832	3.217227	2.95834	1.69341	2.589104	4.040827	2.594066	1.858679
SRF	16.590282	17.771275	17.040627	15.805969	18.04072	19.110914	18.365999	18.372286
CUL9	14.480052	13.504908	9.688505	7.827636	11.12468	11.840378	14.204598	12.525153
DNPH1	47.417839	37.423286	17.67205	13.334246	35.595306	21.463491	39.941772	18.733421
DUSP22	4.170761	6.31694	5.833201	5.172578	6.717863	6.32636	5.93037	5.848935
EXOC2	13.209841	13.129543	12.500363	13.391025	12.459273	12.553461	13.12165	14.485578
COX7A2	81.584526	58.597378	54.879299	63.06802	61.539772	45.868122	60.319473	65.836769
TMEM30A	15.394088	14.806103	18.700872	22.751297	18.049772	16.299274	15.65979	13.593513
GMDS	16.705503	18.966084	19.612616	17.915148	16.770779	19.279652	19.527088	17.185364
SENP6	13.93105	14.161977	19.24074	21.556437	18.083416	17.487328	13.565348	15.420469
VEGFA	28.0203	25.255604	28.930054	26.623453	22.744452	27.560183	22.511543	23.459497
PRPF4B	22.202518	26.634111	23.945528	25.822147	24.265112	25.248079	29.671558	31.705978
TTK	16.329079	18.451166	19.703722	22.85693	18.728428	16.957941	17.561041	19.162994
SLC29A1	55.375961	53.721626	51.49276	50.180004	44.870037	48.265415	48.919537	50.586494
WISP3	0.043265	0.236453	0.185735	0.110166	0.118744	0	0.259864	0.166533
BTN2A1	7.776856	8.52989	6.514839	7.132606	7.403297	7.498548	7.1766	7.330444
LAMA4	0.1101	0.071147	0	0.027555	0	0	0	0
FAM46A	9.47231	10.03744	9.385497	11.37605	10.783507	11.074688	10.783002	10.744711
FBRSL1	59.086254	56.964489	53.774117	59.121033	62.668049	79.813591	51.775093	58.87888
PRSS16	0.102741	0	0.33458	0.052889	0.147697	0.307862	0.244164	0.255648
ERBIN	20.319231	21.513435	23.544941	21.834343	22.449017	20.464231	21.390238	25.766731
PCDHB2	0.113344	0.110847	0.194404	0.119691	0.185792	0.147139	0.112109	0.16172
HARS2	20.67948	20.018749	16.325424	20.794739	18.99918	20.117214	18.849054	20.273895
NUDT12	6.072778	6.586784	6.470758	6.521334	5.603745	4.814899	4.645282	5.885891
CEP72	42.960236	42.980526	40.9687	32.647461	43.541424	45.639469	47.790627	42.509853
MAN2A1	19.73744	21.521353	21.874022	24.091604	19.401525	18.496115	18.752977	19.14423
SEMA5A	0.757189	0.769967	0.651137	0.692231	0.493	0.434143	0.565904	0.701176
PAPD7	31.673166	24.935268	30.858065	26.167656	22.892937	26.332998	27.071398	24.306267
HMGCS1	45.808235	42.360821	38.063137	46.207184	55.551094	50.207851	56.997002	64.536888
DAP	67.182274	69.010666	63.691326	63.742786	66.443634	67.846893	69.229576	75.270157
BRD8	62.935379	49.454063	51.965778	46.915741	47.848785	48.328892	42.521248	52.55682
KIF20A	67.975037	67.46183	53.046097	48.191868	51.836395	48.771885	46.58329	63.41729
NNT	32.887825	36.508152	30.628548	38.343155	31.405924	38.344414	34.912018	33.295998
MRPS30	66.692413	71.808228	69.990906	80.634361	74.641464	74.631187	71.818947	74.817154
HSPA9	360.283386	343.734528	329.380157	354.841187	312.457153	252.915619	325.99588	322.141357
MRPS27	38.700378	38.337849	89.320763	41.85144	45.130081	48.654327	39.360619	39.714268
PFDN1	26.227482	17.103474	27.395994	19.092745	20.978956	15.494934	39.384377	16.556257
HBEGF	2.780479	2.736107	3.547319	2.857017	2.046002	2.716009	2.503745	2.321802
LOX	4.635411	4.7265	5.262744	5.162517	4.514495	4.202031	4.156771	4.365824
APBB3	6.103083	6.327971	6.494626	4.78522	7.219978	6.202872	5.375285	5.699633
TMCO6	12.113793	13.649191	10.446217	9.515077	7.723125	12.634617	14.982428	11.997215
IK	57.726936	53.736195	70.787346	58.663921	67.43261	58.068005	58.11327	66.559822
HMGCR	27.684792	26.347412	29.667753	31.020575	32.015446	32.252289	33.702778	31.201437
COL4A3BP	8.702576	9.96137	10.454192	11.427305	8.368641	8.874771	9.8381	10.769837
FAF2	25.736616	28.362038	25.981602	29.250463	26.583555	26.388304	27.236206	26.609901
PCDHB3	0.099196	0.03585	0.074899	0.063381	0.038159	0.035384	0.032551	0.045442
PCDHB5	0.025726	0.032133	0.052357	0.058866	0.076898	0.071717	0.050087	0.024773
PCDHB6	0.034135	0.033871	0.062305	0.030249	0.02525	0.056063	0.032694	0.044367
PCDHB7	0.021817	0.06592	0.061206	0.089311	0.064117	0.026925	0.033906	0.059937
PDE8B	7.264945	13.00277	8.339192	7.979966	7.644839	8.332725	7.231934	8.457905
CLK4	6.546912	3.34693	8.270843	8.632959	5.064071	7.226747	7.74171	8.863213
PCDHB15	0.143428	0.201811	0.114694	0.100965	0.132731	0.258817	0.209866	0.249736
HAVCR1	0	0	0	0	0	0.106858	0	0
RNF130	10.801056	12.218174	10.796459	11.775182	12.363823	10.409371	10.893083	11.344419
THG1L	5.521256	7.303684	6.898797	6.249248	5.252783	7.749539	7.539318	7.106758
ARSB	5.622109	5.73009	6.431636	7.044045	8.989668	7.843875	8.249925	6.792072
CLINT1	44.442699	38.007309	39.674057	45.065605	51.273514	50.734486	50.780209	45.750923
CNOT6	13.080864	14.83708	17.231022	17.237568	16.031464	14.062591	15.113737	14.550547
TTC1	40.030933	36.922001	43.643101	40.295311	41.392139	42.022785	42.123264	40.670277
MSH3	8.116804	7.456386	8.623682	8.527861	8.065633	6.995967	7.557057	8.593804
RASGRF2	0.140888	0.184789	0.134103	0.196944	0.098916	0.068483	0.10714	0.106272
CCNG1	37.417362	46.544746	36.209042	47.370895	32.912022	36.876534	32.907219	35.807583
POLR3G	13.029857	10.778766	15.842084	12.533075	15.697486	13.759952	13.953109	12.92832
DROSHA	103.27269	108.632904	118.377365	130.247574	115.916512	130.162582	103.771027	117.86264
CDH6	0	0.008215	0	0	0	0	0	0
LMNB1	56.552101	53.997192	59.859612	92.8713	61.245529	84.681343	52.945362	58.172798
ARRDC3	10.892254	12.087605	11.642199	13.581638	10.862499	10.877598	9.202678	9.943343
GOLPH3	65.686493	69.046173	68.64856	74.546204	64.029236	66.677032	64.372993	68.002007
SUB1	97.62796	143.235947	156.303299	189.551147	136.605865	118.590942	91.085213	151.307083
NPR3	22.91954	20.441286	17.996883	18.660713	16.552412	20.48662	21.188414	18.478258
FAM172A	9.452055	15.706738	9.928896	15.382751	8.890623	7.880683	11.645984	8.804154
SLC27A6	1.028843	1.805391	0.595144	1.323754	1.525133	0.802287	0.999014	0.950882
TARS	226.636002	241.862564	224.890457	268.302338	216.442612	219.030075	201.940918	204.279419
IRX4	0	0.060086	0	0	0	0	0	0
LNPEP	3.818613	4.363203	4.295315	4.853918	4.310282	3.857638	4.004313	4.421448
PDE4D	30.385239	35.141735	36.165806	33.608036	39.334934	36.889225	39.027267	31.218214
RAD1	21.573	18.550045	21.410603	24.256998	21.070808	23.775024	16.550993	20.294991
BRIX1	60.573997	63.717991	69.892342	82.693153	69.245277	60.323528	66.912262	68.68689
SLC12A7	60.317451	61.469189	45.66954	39.145004	62.039791	62.592056	58.03458	56.869404
RAD50	6.72414	10.493119	10.814535	12.301594	10.635476	4.936271	9.454469	9.261807
ST8SIA4	0	0	0.012869	0	0	0	0	0
GNPDA1	34.588882	38.613819	27.397095	34.895683	34.351479	31.021658	27.333525	36.883595
PCDH12	0.061792	0.035492	0	0.04582	0.06641	0.105902	0.097782	0.043559
SKP1	132.096664	132.121292	66.906334	124.34304	121.56205	80.818695	77.0233	87.514534
NUP155	46.481697	48.680809	43.309093	49.756504	42.355831	49.652931	46.161709	49.327251
PPP2CA	52.75742	40.34066	41.555603	54.832726	48.221123	45.678093	41.107273	41.926723
NR3C1	22.395168	24.841026	23.751696	26.19261	22.95443	22.03083	21.285641	22.778303
C5orf15	34.49931	29.45155	29.408758	31.450912	34.249485	26.975967	30.65102	29.243935
PPWD1	20.294043	20.517534	21.095766	20.374622	24.126764	23.561892	14.209888	19.521919
LIFR	37.379875	44.599186	33.630398	42.099316	45.164768	44.275055	40.570389	43.852547
TRIM23	2.010933	3.198295	2.052878	2.929043	3.098817	2.451903	2.23861	2.167372
TRAPPC13	9.511063	10.783834	12.21183	11.640205	9.077084	9.814007	9.1268	8.451688
C9	0.151241	0	0	0.274467	0	0	0	0
SEC24A	12.409317	13.557549	13.780287	16.181211	14.315366	11.242289	13.528826	14.315844
TXNDC15	15.059402	15.055538	15.615439	15.873471	11.169292	19.120588	13.670884	11.126257
TTC33	11.688312	13.037785	13.419744	15.379861	13.290495	12.990669	13.371222	12.544364
RARS	65.600952	66.822052	76.723091	84.72226	75.752716	68.273727	78.26123	78.606262
WWC1	22.751518	16.313944	17.86315	13.000426	19.836735	20.167511	19.662004	18.435059
H2AFY	76.266441	71.250122	78.034264	74.950706	92.106934	113.347458	75.383141	81.031754
TCERG1	67.459068	79.607513	92.596466	90.66864	83.437523	76.80014	84.053009	62.156464
DPYSL3	0.031998	0.031898	0	0	0	0	0	0
SMAD5	15.076953	18.986532	11.607133	15.194001	14.290744	16.990238	7.575485	9.215433
CSNK1A1	52.925064	57.679955	53.80476	61.21246	56.557533	53.07843	57.765091	56.885151
HMGXB3	20.624519	22.749186	20.854465	19.790415	20.82037	20.062429	23.051611	22.444836
ERGIC1	142.814758	138.433411	142.426712	159.157425	153.899918	149.80188	183.584076	150.30159
PDGFRB	3.718118	9.134035	2.718251	3.619853	5.213735	3.546966	4.516435	4.675686
ATP6V0E1	74.363953	62.819893	70.77578	79.18898	83.953476	62.21965	56.162346	77.404373
BNIP1	8.285646	6.831522	6.426051	8.1432	9.37182	7.047298	7.64782	6.663199
STC2	10.509836	9.503008	9.241812	8.519566	6.158272	6.321023	5.335736	4.818076
CPEB4	1.336215	0.971066	1.836393	0.994577	1.569319	2.380967	1.402775	1.082093
DBN1	93.704948	116.647408	76.525917	43.04031	81.971664	86.222054	90.292542	85.732796
ZNF346	10.314875	11.756418	12.412089	11.634155	11.95328	9.877324	9.91851	11.322021
UNC5A	0.030644	0	0	0	0	0	0	0
EHHADH	3.080816	3.791686	2.468889	2.523032	2.943479	3.232106	3.122386	2.872993
SMC4	119.464211	124.347328	159.241425	115.744606	154.891617	106.954468	128.714645	146.129807
SELENOK	11.489338	8.495371	10.178166	12.288049	10.093692	12.421898	9.766457	11.720214
ACTR8	7.007979	9.924263	7.151904	9.876274	8.789879	8.191083	7.753819	10.169802
TBCCD1	6.336739	5.98496	4.742654	6.790273	6.314989	5.880044	6.383798	6.121319
TIMMDC1	39.84375	28.826912	30.28299	39.8293	37.832058	59.501194	47.221897	31.992466
CRBN	14.82596	15.63163	14.662449	20.197699	18.353062	15.35938	17.756212	18.035513
KNG1	0	0.0339	0.042935	0	0	0	0	0
BCL6	10.290348	11.378917	12.642952	11.098113	11.902462	9.90081	10.027967	10.833654
ARL6	1.524594	2.254752	2.084455	2.854671	2.046148	2.046836	1.898344	1.866654
NPHP3	3.690339	6.186518	5.164192	5.774189	2.182477	2.927398	3.067506	5.088953
AMOTL2	22.915928	19.636805	16.331516	17.982817	19.089043	23.22036	20.607576	19.743658
NIT2	15.921576	11.451548	16.710152	13.51526	14.618137	17.412987	17.151789	15.327885
FAM162A	27.346346	26.969872	25.278076	19.529533	31.806194	17.87977	20.35603	18.908195
OGG1	18.98884	20.002689	16.25321	20.259363	16.281038	24.309469	30.847063	16.832018
KPNA1	51.243118	50.07526	50.46339	57.051975	43.051846	51.402573	50.010715	57.035622
PCCB	33.932995	46.928223	30.966427	41.039452	28.775621	18.602787	41.744587	16.566904
UBE3A	15.744861	16.94076	25.43993	25.58021	23.3696	22.193432	20.785786	16.092405
ARMC8	10.156882	10.626234	10.196854	12.595793	12.483323	11.697038	12.847817	17.133511
CEP70	13.554992	12.555428	16.906378	15.60504	12.858722	11.112586	12.001199	11.649022
RBP1	0.126424	0	0	0	0	0	0	0
SLC25A36	49.645241	53.908497	51.323074	58.421112	52.112789	43.231876	44.936523	52.384834
GRK7	0.336977	0.550316	0.357897	0.519683	0.572982	0.451548	0.462549	0.493763
RNF7	34.442802	22.079206	19.594809	28.773155	29.28891	20.342499	25.294542	21.874462
TFDP2	16.718468	18.065187	16.7995	9.294583	8.069187	13.584224	13.227403	15.816709
XRN1	12.546209	12.430854	10.468737	12.10407	13.899639	11.473413	14.276465	15.880142
KAT2B	3.210797	2.944142	3.235152	3.592779	2.353715	2.979381	2.168655	2.621684
PDCD10	39.089325	45.739609	53.076157	52.536465	46.175777	41.266266	43.094391	46.402416
LRRC31	0.278133	0.442609	0.265288	0.310221	0.099959	0.138714	0.092809	0.099859
WNT5A	20.578232	24.686094	24.42202	23.316376	21.807497	20.494123	23.222319	24.598078
PFKFB4	10.753463	8.482287	8.549526	6.666713	8.167889	7.663158	9.008225	7.162945
COL7A1	124.46006	118.988152	96.745003	57.005405	81.799171	100.771454	107.148315	96.919762
FGF12	3.479804	3.270052	4.163494	2.482118	2.867949	1.349019	3.067236	2.38995
PRKAR2A	30.940298	31.181026	27.224213	31.272591	27.90703	27.709768	27.700315	33.807571
HES1	5.602357	6.871061	7.759395	6.033821	7.374889	8.42372	6.289521	7.14441
USP4	11.91828	10.943141	10.718365	9.367515	11.161719	10.898748	10.923626	10.965137
ACAP2	10.427414	13.123535	12.958887	16.155516	12.373758	9.871379	12.117591	13.527583
ECT2	42.857319	45.765549	41.870014	57.519409	48.027416	51.967369	50.42263	50.214012
GNAI2	137.426865	127.924385	127.808411	100.371933	115.550041	115.426666	117.459816	115.694214
TFG	91.100754	91.304604	110.949234	108.673706	110.797821	102.732773	93.700233	103.61261
HYAL1	57.228546	45.218193	56.096199	60.180561	65.780731	47.428501	65.956169	50.927032
TUSC2	16.912333	16.479389	14.744924	12.714344	15.55035	17.187561	16.789774	13.870738
NPRL2	9.363826	10.423122	9.380941	8.811843	12.694856	8.965731	9.718687	8.494567
RPL24	457.268707	389.040192	364.360657	349.139404	323.471954	348.815491	348.865234	347.089203
CYB561D2	4.119292	9.227436	4.956982	5.33271	8.415559	6.003231	8.103007	5.154838
FXR1	83.877464	85.034584	74.572121	64.306831	85.491257	85.257759	59.9827	77.706741
CBLB	5.333624	7.575768	7.531458	5.939402	6.234671	7.458785	7.719646	5.280407
BBX	24.603523	31.493959	21.07173	28.498316	32.924995	34.612644	32.021534	29.513498
IFT57	8.592459	8.11919	8.118606	5.925152	6.968894	6.27674	7.258221	7.031045
GNB4	19.989334	20.418819	20.502943	22.864565	21.594915	21.37224	22.131483	22.665073
HHLA2	0	0	0.030425	0	0	0	0	0
IQCG	4.192432	5.314764	5.060171	4.56083	2.967748	3.536242	4.489258	4.656771
GBE1	10.139306	10.984516	9.23912	11.800218	10.622913	10.492058	10.075941	11.111129
UMPS	18.435472	19.669415	15.647776	18.569698	18.670675	16.889671	15.404804	19.32798
NCBP2	44.375477	34.743832	40.032413	36.746895	21.970251	30.582193	30.128796	33.01926
SNX4	19.967922	20.79488	21.44696	23.322678	21.003983	17.276592	20.479605	20.704123
C3orf52	4.520815	4.440659	4.599569	4.086147	3.920059	4.266042	1.469098	4.293938
FRMD4B	0.403316	1.237282	0.634852	0.546681	0.308648	0.619816	0.461516	0.466917
SLC41A3	29.310547	40.819859	29.481279	25.728468	25.466619	33.685177	36.715519	28.224857
ROPN1B	0.056983	0	0	0	0	0	0.057043	0
PLXNA1	24.336967	24.531307	17.74193	15.188789	24.574471	24.869316	24.689886	25.711174
ATP6V1A	32.053547	30.200974	29.868141	35.474194	34.477253	33.757351	29.24729	31.013683
ABTB1	5.860705	4.417325	7.993749	1.538812	5.923124	6.313528	5.986823	4.648124
PODXL2	71.560303	73.406738	62.262253	48.194363	66.094673	70.833374	68.469788	65.240334
UPK1B	0	0	0	0	0	0	0.055212	0
CSPG5	3.238873	2.876761	2.910158	3.617836	2.543499	3.393613	3.431202	4.734561
KLHL18	8.325327	9.642583	7.093956	8.41827	8.448964	8.680816	8.654206	8.0796
SCAP	30.156992	44.459671	37.159931	39.079548	33.935539	42.617565	47.926937	52.209763
KIAA1257	0.003568	0	0	0	0	0	0.019639	0.00121
NEK11	2.805058	3.781705	3.283394	5.121383	4.932479	3.68205	3.897669	4.831868
MRPL3	103.008041	141.887558	135.305939	106.531799	134.553879	85.333939	99.445999	131.695633
PLSCR4	2.212509	1.646819	1.682037	1.458314	1.38875	1.353898	2.013829	1.389983
HEMK1	3.463488	4.334355	2.543356	2.393175	3.436579	2.637447	5.821851	2.655888
CISH	1.571969	1.130072	1.218279	2.16816	2.582201	1.397863	2.274868	1.334023
MAPKAPK3	32.356869	33.836273	33.750031	29.569818	29.662674	32.717876	33.994743	36.32914
ACVR2B	2.615674	1.758744	1.593802	1.770986	1.533591	1.844151	1.763296	1.459992
WDR48	11.894809	11.690251	12.951565	13.232504	11.178144	10.407859	10.818474	9.734405
COMMD2	23.118515	17.967403	21.61307	21.076551	17.894415	14.134413	20.085623	15.378126
GORASP1	18.53154	19.939281	22.3521	15.772539	22.469051	18.209478	17.231108	17.88929
PEX5L	0.130746	0.153862	0.212241	0.325372	0.144226	0.206808	0.192946	0.191386
RRP9	39.047169	30.82416	28.228302	23.579111	31.926092	33.702339	32.729595	32.57933
ABCC5	19.636789	21.461519	17.607656	19.162554	21.318384	18.677694	19.098597	19.119671
ABHD14B	25.026278	24.842537	19.138575	12.296539	10.002742	22.446789	24.645473	24.845018
EIF1B	13.860664	19.821596	19.187677	22.853659	19.357782	19.679363	12.504539	18.57543
ABHD14A-ACY1	0.2626	6.289962	4.504997	0.184044	1.494243	5.865348	0.464098	5.246212
ARHGEF26	3.329513	2.052107	2.253994	2.97966	2.170692	2.181483	2.09161	2.4138
KLHL24	4.456038	3.31577	1.964524	3.356932	4.28089	4.402976	2.501966	2.079883
PLCH1	0.154649	0.125473	0.068761	0.13953	0.176363	0.087213	0.091174	0.216361
VIPR1	5.65186	4.658956	5.113491	4.92167	5.150921	5.988446	4.573841	4.385071
DNAH1	0	0.212652	0	0	0.101479	0	0.013188	0
SSR3	99.522499	81.927078	78.928856	132.382935	102.399475	106.930565	82.942108	90.53537
ZBTB47	6.17695	4.848579	4.47246	4.314896	4.804086	5.258047	5.300763	4.903368
TNNC1	40.186481	34.805386	35.409149	27.673704	34.301922	29.64941	32.45639	34.639862
NKTR	20.344391	19.475512	23.329264	15.7533	15.585979	17.604799	19.498917	18.909246
CLCN2	6.367977	7.269618	6.697438	5.787978	5.906977	8.755063	7.463793	8.310386
FOXP1	8.920968	16.623871	9.15967	11.0278	8.965721	8.998939	9.804181	8.661363
EIF4G1	309.947723	301.506226	199.540527	202.04483	320.168121	268.912048	324.763	323.998688
SPCS1	52.425114	56.995979	52.74123	48.371967	46.799259	64.919891	48.22747	41.09782
NEK4	5.474649	4.785515	5.580696	7.154585	5.505966	7.49544	6.686746	8.183266
SLC4A3	0	0.027335	0	0	0.051261	0	0	0
INO80D	1.258522	1.474259	1.479992	1.502909	1.367174	1.360384	1.380841	1.489005
EEF1B2	242.578796	231.698242	181.968201	196.842514	193.677383	199.152847	214.955963	196.41568
DGUOK	44.136765	44.883213	34.397263	49.316795	34.1605	29.94598	39.83511	32.303139
MOB1A	31.083269	35.362621	34.187202	40.983208	34.389565	33.662571	34.51738	33.930191
KANSL3	16.712057	18.65337	15.004011	15.922421	13.924906	26.233587	14.109307	17.451252
LMAN2L	21.022709	17.841578	14.92557	18.118938	17.937355	13.895788	14.988552	16.510864
RTKN	10.769053	12.385786	9.729895	9.916001	12.019772	10.849486	15.273785	12.123004
TTL	17.285593	17.65646	16.399071	16.779453	15.232777	15.522013	15.832871	16.11113
IL1A	0	0	0	0	0	0.098746	0	0
PIKFYVE	6.788687	4.857333	4.608654	5.711023	4.499974	5.881616	5.528923	7.248789
KCNIP3	1.271739	0.931429	1.082835	0.683099	1.589732	1.764013	1.393633	1.302913
FAHD2A	18.30154	14.030979	14.081678	10.251555	10.879959	13.723167	14.64707	12.410431
NCL	308.392273	274.786438	236.130203	256.02533	235.842026	237.299591	299.78006	262.254883
ACTR1B	28.802858	26.046679	21.511793	18.840485	23.949852	25.042929	23.931442	21.372913
SLC35F5	26.310371	39.078335	24.743053	28.124113	27.72242	30.422354	25.371222	25.41186
ACTR3	66.675682	75.228752	60.70586	60.968449	54.012592	50.450573	48.230103	89.847214
STEAP3	20.632114	22.385641	21.36372	18.536297	21.966488	21.793924	21.532984	19.557985
EPB41L5	5.120617	5.953758	4.077694	6.068026	5.825371	5.756614	4.959293	4.349401
TFCP2L1	0	0.024312	0.015872	0	0	0	0.018877	0.012454
SF3B6	60.113964	56.121658	58.578659	69.898262	56.361309	60.235371	56.721664	58.957691
TP53I3	10.199909	7.966121	7.545855	8.116535	8.112526	10.269994	9.186165	8.238846
DNAJC27	0.604673	0.746698	0.576096	0.866609	0.891381	0.57392	0.748878	0.878822
STAM2	3.415616	4.28145	4.354061	4.826521	4.329474	4.181871	4.452205	3.868512
GPD2	18.45348	17.192247	16.616579	15.566057	16.655836	18.792038	15.319955	16.885735
CENPA	18.925011	19.630604	18.000763	14.122741	16.63912	17.834038	18.189386	17.826548
ACVR1	4.207302	4.045247	3.753333	6.849244	4.154377	3.599554	3.525058	4.769459
TANC1	12.067171	11.983615	11.197532	9.908839	12.094526	13.445254	10.769105	13.237926
SLC30A3	0.272493	0.23612	0.842124	0.228485	0.237501	0.407688	0.184837	0.235141
MPV17	30.240427	26.927128	32.372921	35.387512	24.155308	24.360033	33.539833	33.7659
GTF3C2	32.420811	34.426018	30.183332	35.600952	35.262337	34.554016	28.103905	31.854424
EIF2B4	17.96509	19.503891	17.915796	20.843769	17.860491	18.474682	15.969459	17.794525
NRBP1	30.65836	32.386288	29.606756	34.104599	27.690073	29.356533	30.030718	31.623938
PSMD14	51.000313	46.538567	42.575195	51.15683	45.790268	42.239468	45.103172	45.948406
SNX17	33.148827	28.552113	27.922701	24.719616	29.885315	27.983343	30.099012	29.325144
ASB3	10.438167	7.540186	13.030843	9.062335	10.507869	9.499663	12.149865	10.527185
PPM1G	90.320137	76.766602	80.538193	67.32991	76.893509	84.894218	84.975098	83.205307
PDE1A	0.238937	0.035757	0.09327	0.061551	0.079189	0.290038	0.069661	0.24067
REEP6	3.854246	4.320989	3.627	2.739662	3.635967	4.477901	3.781962	3.623461
PCSK4	0.868483	0.693568	0.741896	0.168175	0.662739	1.081578	0.326569	0.202668
APC2	0.665431	1.796498	1.188249	1.538146	1.903045	1.534165	2.118726	1.360622
IFIH1	0.216742	0.293409	0.44252	0.264073	0.174821	0.161455	0.822566	0.358807
RPS15	136.043289	124.806549	158.829086	120.49511	146.76915	142.262451	125.897491	133.26001
GCA	2.774436	3.445519	3.602475	3.855048	2.430545	3.931696	2.988159	3.403367
INO80B	23.19556	23.139984	18.817301	10.981383	17.642504	16.597971	25.287722	22.294409
MOGS	27.908556	29.706562	17.977112	26.780443	25.869339	26.602566	34.027107	23.372963
TTC31	8.331285	8.731979	10.192185	4.426377	7.794144	10.527	10.561583	8.040775
NDUFS7	23.468538	21.97893	20.372328	12.426337	25.682737	20.586254	22.571047	18.747053
PCGF1	18.329094	16.073187	10.776791	15.50709	17.068098	14.948256	12.646894	16.559935
GRB14	1.077435	0.893651	1.660786	1.651677	0.819035	1.57342	1.067799	2.125958
CLIP4	1.618715	2.636542	2.135566	2.648685	1.2685	1.970942	2.220667	1.356148
SPTBN1	50.223339	47.359451	50.581043	41.196877	50.765484	48.092316	50.847305	52.618778
AUP1	66.460846	67.550705	59.189674	59.505207	66.388756	76.732224	71.747162	65.163696
RTN4	139.386368	139.695251	133.823105	122.176704	141.155869	146.834061	153.932281	132.60054
HTRA2	24.422955	21.969858	17.903807	21.179255	20.982012	21.12788	20.212774	18.225395
LOXL3	0.73224	0.774764	1.176761	0.40544	1.558039	0.785521	0.531585	1.340183
DOK1	2.152557	2.493044	1.899473	1.232163	2.216012	3.11116	2.687673	2.16465
GALNT3	0.542706	0.571705	0.663192	0.620939	0.518056	0.451502	0.617346	0.836214
POLE4	39.550941	38.422554	34.144169	40.020493	33.45417	39.102806	34.630733	36.010555
TACR1	0.093284	0.023482	0.267853	0.072516	0.112259	0.042294	0.128753	0.046672
CCDC88A	21.122692	20.70886	18.100319	18.104315	22.004374	18.138208	15.105633	18.945148
EVA1A	0.063074	0.094314	0.081256	0.132529	0.066618	0.111706	0.064429	0.059297
MRPL19	25.665419	22.199442	23.871571	38.709267	24.138365	25.088982	24.299261	14.452346
LANCL1	20.937092	21.192278	16.932056	19.960621	19.943916	15.581994	19.535271	19.316833
WDR75	23.544012	23.426399	22.788523	25.518963	23.565685	22.043516	18.285994	20.939548
EFEMP1	50.993412	54.57375	57.689091	62.755096	53.727875	46.308502	49.468296	54.184349
